	Series1_NHBE_Mock_1	Series1_NHBE_Mock_2	Series1_NHBE_Mock_3	Series1_NHBE_SARS-CoV-2_1	Series1_NHBE_SARS-CoV-2_2	Series1_NHBE_SARS-CoV-2_3	Series9_NHBE_Mock_1	Series9_NHBE_Mock_2	Series9_NHBE_Mock_3	Series9_NHBE_IAV_1	Series9_NHBE_IAV_2	Series9_NHBE_IAV_3
GMEB1	173	202	337	158	135	651	31	44	65	361	79	73
YTHDF2	1097	936	1467	851	1039	2880	468	501	700	3010	575	669
OPRD1	0	0	0	0	0	0	0	0	0	0	0	0
EPB41	904	800	1502	834	812	2337	154	130	112	869	198	305
TMEM200B	8	16	14	9	5	13	10	8	0	10	1	3
SRSF4	2068	1857	2961	1780	1871	5258	460	511	545	2286	556	509
MECR	201	183	213	134	164	455	141	129	216	609	125	202
PTPRU	901	977	1193	1053	792	2263	417	421	442	1540	403	598
MATN1	0	0	1	1	0	0	0	0	0	0	0	0
MATN1-AS1	11	9	5	8	9	20	1	3	2	8	0	3
LAPTM5	10	6	8	5	7	12	2	1	8	10	5	2
MIR4420	0	0	0	0	0	0	0	0	0	0	0	0
SDC3	1068	920	1260	861	821	2394	302	306	230	1110	287	275
PUM1	1855	1683	2946	1652	1738	5064	508	495	480	3247	738	732
SNORD103B	0	0	0	0	0	0	0	0	0	0	0	0
SNORD103A	0	0	0	0	0	0	0	0	0	0	0	0
NKAIN1	4	4	2	2	1	9	0	0	2	0	1	2
SNRNP40	318	269	408	255	285	823	200	211	243	956	272	239
ZCCHC17	1204	927	1492	826	933	3092	328	375	361	1239	369	362
FABP3	2	1	3	1	1	12	8	4	6	22	7	12
SERINC2	4751	5278	6741	6632	3939	12456	3540	3350	4170	17049	4245	4561
TINAGL1	8245	9228	12151	8925	7327	20970	2280	2485	3070	13884	3395	1806
HCRTR1	0	0	0	0	0	0	0	0	0	0	0	0
PEF1	663	569	976	596	567	1921	441	446	653	2013	500	535
COL16A1	1252	1447	1942	1647	1132	3187	727	700	931	2821	641	829
MIR4254	0	0	0	0	0	0	0	0	0	0	0	0
SPOCD1	52	68	65	56	31	113	45	34	21	292	56	12
PTP4A2	1405	1251	2381	1135	1491	4151	557	593	813	4286	893	776
KHDRBS1	1938	1754	2911	1695	1711	5057	767	826	1276	5156	1032	928
TMEM39B	76	77	92	107	68	225	61	49	64	203	70	58
KPNA6	1868	1697	2962	1588	1659	4924	557	626	488	3230	764	660
TXLNA	1125	1109	1503	1000	925	3072	352	368	417	2135	530	441
CCDC28B	23	29	30	29	22	79	21	30	25	117	19	26
IQCC	44	31	50	30	30	115	25	17	25	93	21	25
DCDC2B	0	1	1	1	0	2	6	6	9	26	2	3
TMEM234	84	79	131	81	81	281	54	67	77	247	50	33
EIF3I	2979	2362	3986	2755	2626	8608	1609	1719	2166	8388	1985	1595
MTMR9LP	3	8	3	5	4	11	4	2	3	22	5	4
FAM167B	4	9	4	1	3	1	1	1	1	7	3	1
LCK	4	3	4	0	2	8	1	0	2	1	0	0
HDAC1	2041	1805	2958	1754	1744	5334	806	818	940	4829	1126	709
MARCKSL1	949	850	1282	1016	904	2898	540	603	486	1898	430	350
FAM229A	0	2	0	0	3	5	7	3	5	6	1	5
TSSK3	0	0	0	1	0	0	12	6	4	31	6	16
BSDC1	1395	1198	1874	1290	1104	3612	414	387	492	1720	482	466
ZBTB8B	0	0	0	2	0	0	0	0	1	0	0	0
ZBTB8A	62	91	106	56	61	154	24	40	52	248	30	50
ZBTB8OS	571	405	742	376	493	1173	120	114	228	602	185	169
RBBP4	933	845	1614	766	790	2287	296	365	444	1702	382	480
SYNC	367	293	585	297	289	818	32	29	38	115	30	51
KIAA1522	3930	3730	5621	3613	3087	9280	1164	1134	1094	4655	1023	1313
YARS	2112	1673	2593	1627	1740	4969	747	730	774	4007	1003	820
S100PBP	288	247	425	203	229	599	108	86	115	416	106	139
FNDC5	0	0	1	0	0	0	0	1	0	0	0	0
HPCA	1	6	0	2	1	5	0	2	0	9	0	2
TMEM54	415	470	643	493	278	1004	396	455	550	2060	414	442
RNF19B	406	296	579	380	361	1054	138	117	147	1258	289	203
AK2	2918	2175	3270	2296	2433	6839	929	952	1205	3947	922	1175
TRIM62	115	133	184	157	101	329	64	65	65	219	51	71
ZNF362	145	146	198	129	87	266	56	71	27	90	23	45
PHC2	769	701	1054	744	678	2143	603	598	596	3457	707	494
MIR3605	0	0	1	0	0	4	0	0	1	0	1	0
ZSCAN20	111	116	208	103	94	338	16	11	22	156	33	23
CSMD2	0	0	0	1	2	2	0	0	0	1	0	1
HMGB4	0	0	0	0	0	0	0	0	0	0	0	0
C1orf94	0	0	0	0	0	0	0	0	0	0	0	0
GJB5	691	668	997	626	618	1982	456	516	660	2699	655	589
GJB4	251	221	361	305	259	798	151	165	179	872	193	164
GJB3	1078	964	1560	1262	1046	3643	1180	1326	1545	7413	1714	1401
GJA4	0	0	0	0	1	0	0	2	0	7	2	3
SMIM12	609	520	903	579	641	1796	250	238	347	1287	337	280
DLGAP3	0	0	1	0	1	0	0	1	1	1	0	4
LOC653160	20	28	32	12	20	52	4	4	2	6	5	5
ZMYM6	455	504	873	393	382	1060	105	136	186	858	139	217
ZMYM1	96	97	219	78	88	250	59	50	158	554	64	119
SFPQ	4192	3502	5775	3012	3518	9571	1218	1287	1755	6912	1679	1416
ZMYM4	1201	1076	1854	888	1078	2852	217	231	274	1582	304	415
KIAA0319L	888	797	1170	672	699	2155	253	311	255	1300	327	438
NCDN	329	339	510	389	263	905	262	240	330	1530	352	345
TFAP2E	1	2	9	6	7	9	2	6	11	27	2	7
PSMB2	2672	2149	3154	2144	2108	6735	1225	1305	1430	6014	1351	1330
C1orf216	127	131	191	108	91	294	65	64	80	431	131	110
CLSPN	207	176	292	160	177	582	86	106	54	288	101	36
AGO4	401	325	570	274	304	893	101	84	76	506	106	127
AGO1	338	323	490	296	267	893	90	82	77	428	132	136
AGO3	138	143	250	115	147	394	26	24	38	231	54	40
TEKT2	0	4	2	0	0	3	1	0	0	4	0	1
ADPRHL2	641	615	762	660	586	1652	265	301	435	1454	358	341
COL8A2	9	11	15	13	8	27	7	10	17	45	14	17
TRAPPC3	898	855	1325	727	740	2489	486	563	726	2786	623	636
MAP7D1	1951	1979	3033	2525	1793	5999	1796	1787	2572	10479	2376	2069
THRAP3	4587	3771	6348	3732	3958	11650	973	1009	913	4883	1089	1058
SH3D21	313	373	505	360	345	1100	126	136	171	542	139	199
EVA1B	8	12	8	9	0	20	83	102	130	298	66	94
STK40	178	199	278	225	196	588	107	99	154	799	178	137
LSM10	168	183	221	151	98	401	127	127	182	619	132	146
OSCP1	67	74	104	76	73	206	38	29	36	72	22	17
MRPS15	1432	1208	2029	1092	1190	3797	704	749	923	2791	632	638
CSF3R	0	0	0	0	0	0	0	0	0	0	0	0
GRIK3	0	0	0	1	1	0	0	0	0	0	0	0
MIR4255	0	0	0	0	0	0	0	0	0	0	0	0
ZC3H12A	337	371	482	1175	867	2618	192	165	302	1553	323	257
MEAF6	416	439	715	348	350	974	243	267	321	1214	241	299
MIR5581	4	0	4	0	1	4	0	0	0	0	0	0
SNIP1	331	304	509	255	269	832	74	89	137	569	117	148
DNALI1	46	40	55	40	37	110	3	4	2	0	2	2
GNL2	1256	968	1482	1040	1202	3078	516	548	601	2274	565	438
RSPO1	0	0	0	1	0	0	0	0	0	0	0	0
C1orf109	246	205	338	172	177	613	90	99	140	569	139	182
CDCA8	138	156	215	131	103	350	162	155	112	521	121	70
EPHA10	0	0	1	3	1	0	1	1	0	3	0	2
MANEAL	12	14	23	12	11	26	15	10	14	13	6	18
YRDC	191	110	230	166	157	507	132	132	234	1256	257	218
C1orf122	199	173	228	159	134	467	250	251	361	1559	288	350
MTF1	581	516	896	507	509	1560	199	185	193	1198	313	299
INPP5B	99	80	133	87	60	204	37	26	33	89	39	27
SF3A3	1321	1020	1719	896	1038	3241	468	452	524	2381	536	533
FHL3	149	126	227	147	146	464	116	139	135	523	140	116
POU3F1	6	5	9	3	0	5	1	1	3	8	0	7
MIR3659	0	0	0	0	0	0	0	0	0	0	0	0
RRAGC	438	519	955	387	429	1103	193	196	405	2354	505	544
GJA9-MYCBP	0	1	0	0	2	0	0	0	0	0	0	0
MYCBP	0	0	1	0	0	0	0	0	1	0	0	0
GJA9	0	0	0	0	0	0	0	0	0	0	0	0
RHBDL2	430	466	815	526	522	1527	85	78	97	349	87	119
AKIRIN1	1122	1065	1865	1030	1102	3136	525	567	919	3908	737	836
NDUFS5	3102	2272	3483	2143	2587	7750	1252	1410	1722	4353	1337	1183
MACF1	6821	5681	9199	5638	6286	18324	1332	1403	1253	9305	2477	2082
KIAA0754	142	126	182	109	110	361	15	8	3	135	35	43
BMP8A	3	0	4	2	0	2	4	3	4	14	5	5
PPIEL	9	6	19	4	17	20	8	5	4	21	6	8
PABPC4	3347	2879	4759	2723	2843	8193	928	993	1249	5265	1069	1477
SNORA55	3	1	6	2	1	2	1	0	2	10	1	0
HEYL	0	0	0	0	0	2	0	0	1	0	0	0
NT5C1A	0	0	0	0	0	0	0	0	0	0	0	0
HPCAL4	5	2	6	2	1	4	0	1	0	1	1	0
PPIE	371	364	517	276	321	1077	245	248	329	1119	285	327
BMP8B	3	3	2	1	0	2	4	0	5	16	2	3
OXCT2	0	5	15	7	4	17	4	0	2	10	0	0
TRIT1	335	330	462	245	280	786	118	115	199	587	183	195
MFSD2A	322	342	516	495	391	1121	271	271	319	1423	340	282
CAP1	14755	12205	20107	11349	12948	40741	6794	6832	6552	37305	9642	6421
PPT1	897	775	1294	622	715	1854	321	355	466	1889	421	489
RLF	356	496	881	339	372	957	127	154	198	1204	229	328
TMCO2	0	0	0	0	1	0	0	0	0	5	0	1
ZMPSTE24	628	565	1365	485	534	1591	320	383	697	4074	724	1149
COL9A2	10	18	18	19	16	66	2	2	1	5	2	0
SMAP2	384	333	495	310	296	1108	167	183	160	722	180	254
ZFP69B	27	39	73	33	38	91	9	6	13	93	16	21
ZFP69	96	61	103	53	52	133	19	15	29	92	18	28
EXO5	54	45	64	57	41	113	26	30	33	152	49	55
ZNF684	25	28	42	8	15	60	10	9	13	54	8	16
RIMS3	43	34	63	29	27	90	15	16	10	55	12	34
NFYC	321	250	345	278	265	859	155	185	205	741	152	138
MIR30E	0	1	0	0	0	0	0	0	0	0	0	0
MIR30C1	0	3	0	0	0	0	0	0	0	0	0	0
KCNQ4	6	1	4	2	0	5	1	0	1	4	0	3
CITED4	344	308	524	331	262	1067	189	237	614	1321	200	190
CTPS1	1000	832	1493	1037	1089	3111	604	617	830	3930	1006	784
SLFNL1-AS1	7	10	19	16	14	24	2	2	5	14	2	2
SLFNL1	3	0	0	0	0	4	0	0	1	9	2	4
SCMH1	372	293	474	287	283	808	90	111	121	473	107	93
EDN2	2	2	1	0	1	6	1	3	0	10	3	12
HIVEP3	36	50	49	29	34	92	11	9	14	55	20	7
GUCA2B	0	0	0	0	0	0	0	0	0	0	0	0
GUCA2A	0	0	0	0	0	0	0	0	0	0	0	0
FOXJ3	1294	1226	1883	1116	1177	3109	265	253	294	1518	291	374
RIMKLA	1	0	0	0	1	0	0	0	0	0	1	0
ZMYND12	1	1	2	2	5	3	1	1	1	3	1	2
PPCS	295	426	854	307	295	785	133	161	342	731	165	247
CCDC30	6	4	13	7	1	22	0	0	1	4	2	5
PPIH	777	601	951	547	623	1510	168	186	242	671	186	219
YBX1	20257	16743	25594	19417	17978	56479	5710	6418	7033	26983	6271	5682
CLDN19	1	1	2	0	0	0	0	0	0	0	0	0
C1orf50	82	60	109	63	72	232	69	66	94	313	77	67
ERMAP	186	175	213	136	137	383	46	32	45	236	70	89
ZNF691	97	77	154	87	77	228	35	30	51	128	23	28
SLC2A1	7681	7767	11053	6655	5885	16607	4495	4222	4054	13274	3099	4824
SLC2A1-AS1	20	28	29	23	12	63	6	6	6	26	14	16
FAM183A	6	8	9	7	9	22	4	3	5	18	1	2
EBNA1BP2	1267	1039	1637	1118	1155	3616	685	703	917	3547	796	807
TMEM125	76	74	70	53	50	179	26	19	36	33	14	17
C1orf210	86	78	150	61	51	161	14	28	26	80	22	27
TIE1	0	0	0	0	0	0	0	0	0	0	5	0
MPL	1	6	0	3	3	1	1	1	0	9	2	4
CDC20	280	198	380	208	220	589	395	362	237	1361	329	129
ELOVL1	1364	1132	1780	1360	1354	4077	1223	1236	1425	6424	1833	1360
MED8	330	211	368	246	239	801	202	205	298	1103	258	191
SZT2	561	551	780	543	490	1530	180	171	163	936	234	250
HYI	279	228	385	353	301	934	0	0	0	0	0	0
PTPRF	6736	6712	9712	7615	5740	18112	3348	3093	2266	16777	4205	4719
KDM4A	1251	1099	1480	938	1090	2968	257	232	248	1301	357	351
KDM4A-AS1	20	26	7	9	11	33	3	2	1	28	8	4
ST3GAL3	60	68	109	86	57	203	66	63	77	195	52	49
ARTN	206	214	235	232	195	518	286	301	480	991	181	80
IPO13	717	756	991	738	591	1975	341	312	403	1835	427	584
DPH2	262	198	327	222	177	689	174	138	188	865	215	225
ATP6V0B	456	482	667	500	431	1361	508	517	862	3029	735	746
B4GALT2	694	617	1010	883	699	2128	550	560	593	2209	562	559
CCDC24	117	122	185	200	133	467	49	75	83	238	50	52
SLC6A9	89	116	156	146	98	322	69	48	38	158	47	54
KLF17	0	0	0	0	2	1	0	1	0	0	0	0
DMAP1	212	187	310	196	180	508	117	121	151	492	152	70
ERI3	288	236	424	312	244	760	235	219	315	957	228	280
RNF220	543	444	744	471	439	1315	263	250	223	1018	280	240
MIR5584	0	0	0	0	0	0	0	0	0	0	0	0
TMEM53	86	78	79	70	58	140	25	27	27	115	33	32
KIF2C	118	108	198	77	95	321	110	135	49	338	89	24
RPS8	8124	6631	11516	6281	6361	19630	5878	6265	10273	27461	6775	7284
SNORD55	0	0	0	0	1	1	9	5	11	19	3	2
SNORD46	0	2	1	2	2	1	1	1	5	11	4	2
SNORD38A	4	0	0	2	0	1	0	0	3	29	8	4
SNORD38B	1	3	4	6	2	18	3	0	1	6	5	10
BEST4	0	0	7	3	1	10	0	1	1	7	3	1
PLK3	323	312	408	400	344	980	168	172	313	805	195	141
TCTEX1D4	0	3	0	0	0	4	6	1	9	19	10	7
BTBD19	34	37	38	45	27	114	13	16	18	32	15	8
PTCH2	7	7	0	8	9	14	5	7	2	10	2	11
EIF2B3	201	140	306	189	190	545	188	163	244	780	207	235
HECTD3	880	801	1235	884	842	2451	374	327	384	1585	421	358
UROD	895	716	1179	741	727	2049	512	478	800	2500	621	580
ZSWIM5	6	2	2	2	4	17	1	2	3	1	1	3
HPDL	11	4	7	3	0	9	2	6	10	16	5	7
MUTYH	74	76	83	71	37	167	47	57	65	165	31	43
TOE1	93	70	122	68	75	232	39	41	55	177	50	39
TESK2	63	49	64	37	31	106	14	8	8	42	15	18
MMACHC	134	86	149	102	88	263	33	34	57	154	34	36
PRDX1	5809	4864	8378	4728	5195	15681	2787	3249	5317	19143	4646	4199
AKR1A1	420	398	646	500	419	1156	263	255	362	1286	335	274
NASP	945	757	1318	637	813	2139	408	480	306	1202	337	191
CCDC17	8	7	16	7	10	17	12	7	8	49	6	13
GPBP1L1	965	812	1324	815	862	2441	356	416	510	2322	528	588
RPS15AP10	4	5	6	1	0	4	1	1	1	0	0	0
TMEM69	432	442	714	434	398	1144	277	297	321	1049	300	277
IPP	169	159	316	102	126	376	38	35	78	280	76	105
MAST2	467	489	743	542	452	1433	275	252	239	1131	317	289
PIK3R3	502	457	909	354	386	956	5	2	7	50	8	14
TSPAN1	5312	4454	6118	3805	4036	11742	1527	1715	2491	5446	1529	1906
POMGNT1	617	559	818	631	598	1582	339	330	356	1981	514	461
LURAP1	25	31	36	21	25	70	3	6	5	24	3	3
RAD54L	45	34	60	33	34	79	67	86	28	139	39	17
LRRC41	1105	974	1515	1092	979	2722	479	477	668	3117	670	994
UQCRH	2646	2056	3650	1923	2124	6868	709	807	1456	4358	1230	1270
NSUN4	377	327	529	292	322	994	139	142	168	764	153	155
FAAH	51	48	104	41	31	101	43	33	71	140	27	30
DMBX1	0	0	0	0	0	0	0	1	0	0	0	0
MKNK1-AS1	2	0	0	0	0	6	1	2	2	7	0	0
KNCN	0	0	0	0	0	0	0	0	0	0	0	1
MKNK1	364	345	625	365	370	1212	169	217	223	1043	237	223
MOB3C	300	261	369	258	277	790	82	78	105	367	98	78
ATPAF1	441	368	642	284	301	1012	118	111	173	700	140	168
TEX38	0	0	0	0	1	0	0	0	0	0	0	0
EFCAB14-AS1	0	5	0	2	1	0	0	0	0	3	0	0
EFCAB14	1444	1481	2725	1249	1325	3950	476	514	579	3066	626	749
CYP4B1	21	25	27	15	8	35	3	0	11	1	0	25
CYP4Z2P	0	0	0	0	0	0	0	0	0	0	0	0
CYP4A11	0	0	0	0	0	0	0	0	0	0	0	0
CYP4X1	38	32	40	27	30	81	4	2	6	28	3	11
CYP4Z1	0	0	0	0	1	0	0	0	0	1	0	0
CYP4A22	0	0	0	0	0	0	0	0	0	0	0	1
LINC00853	4	2	8	1	4	6	1	0	0	0	0	0
PDZK1IP1	43	38	36	192	146	460	47	55	14	99	29	230
TAL1	0	0	0	0	0	0	0	0	0	0	0	0
STIL	103	84	157	91	105	299	97	84	57	385	68	88
CMPK1	1504	1192	2430	1441	1507	4556	516	559	1250	5288	783	1536
FOXE3	1	1	0	0	0	1	0	0	0	0	0	0
FOXD2-AS1	7	13	45	14	13	39	11	5	1	14	1	11
FOXD2	5	3	8	4	2	8	2	2	5	10	0	0
TRABD2B	31	33	30	29	17	77	5	5	1	12	2	10
SLC5A9	0	0	0	1	0	0	0	1	0	0	1	0
SPATA6	38	23	55	18	21	48	13	9	8	61	10	8
AGBL4	0	0	0	0	0	0	0	0	0	0	0	0
BEND5	0	0	0	0	1	1	0	0	0	5	0	0
ELAVL4	0	0	0	0	0	0	0	0	0	0	0	0
DMRTA2	43	68	69	61	40	101	65	81	149	332	57	79
FAF1	465	425	757	404	410	1121	190	194	251	1154	233	278
CDKN2C	96	62	108	24	57	135	28	31	13	45	14	8
C1orf185	0	0	0	0	0	0	0	0	0	0	0	0
RNF11	886	983	1518	665	763	2097	261	303	617	3125	456	815
TTC39A	87	69	118	67	66	184	14	21	41	75	8	28
EPS15	614	521	969	479	494	1675	231	223	330	1665	335	400
OSBPL9	1675	1596	3055	1359	1560	4035	403	429	629	2662	559	531
MIR761	0	0	0	0	0	0	0	0	0	0	0	0
RAB3B	250	177	431	204	205	605	91	92	52	615	127	47
TXNDC12	654	566	948	441	577	1730	429	478	660	2204	530	627
KTI12	0	0	0	0	0	0	0	0	0	0	0	0
BTF3L4	210	188	465	174	176	581	122	150	326	1021	174	272
ZFYVE9	542	517	847	443	471	1499	160	186	183	1255	266	319
CC2D1B	678	625	916	616	577	1746	368	333	471	1517	346	289
ORC1	48	42	43	25	28	103	64	61	31	216	51	21
PRPF38A	343	326	600	266	301	913	149	151	211	825	222	191
GPX7	10	6	13	12	12	21	13	11	11	38	11	7
ZYG11B	339	271	557	280	251	769	91	95	182	798	142	226
ZYG11A	2	3	3	3	2	5	2	2	5	5	2	1
ECHDC2	180	230	338	231	165	512	104	103	140	319	83	121
SCP2	2013	1790	2928	1117	1408	4128	393	474	848	2605	487	837
PODN	0	0	0	0	0	0	0	0	0	0	0	0
SLC1A7	0	0	0	0	0	0	0	0	0	1	0	0
CPT2	565	482	687	374	384	1157	128	169	235	643	146	217
C1orf123	253	205	337	209	193	663	147	121	176	544	115	112
MAGOH	724	530	851	501	544	1726	161	190	269	920	245	209
LOC100507564	6	11	20	3	7	16	1	1	3	3	2	2
LRP8	265	252	480	274	316	834	186	185	178	1126	268	172
SLC25A3P1	0	0	0	0	0	0	0	0	0	0	0	0
DMRTB1	0	0	0	0	0	0	0	0	0	0	0	0
GLIS1	0	1	0	0	0	0	0	0	1	4	0	0
YIPF1	569	487	699	439	521	1252	177	213	219	876	174	275
DIO1	1	1	0	1	0	0	0	0	0	0	0	1
HSPB11	243	266	504	197	232	531	99	98	185	534	98	97
LRRC42	239	256	501	211	220	743	142	151	233	1180	233	217
LDLRAD1	16	7	23	2	9	35	1	0	0	4	0	0
TMEM59	1511	1571	2835	1432	1300	3270	558	615	1185	4262	925	1545
TCEANC2	305	263	448	180	259	698	72	78	102	318	61	97
MIR4781	0	0	0	0	0	0	0	0	0	0	0	0
CDCP2	0	0	0	0	0	0	0	0	0	0	0	0
CYB5RL	13	6	20	13	7	33	7	7	2	16	9	5
MRPL37	1236	997	1421	1073	1032	3046	460	442	493	2574	637	483
SSBP3	303	334	407	275	263	684	190	183	195	668	123	137
ACOT11	74	61	145	82	67	204	37	37	51	230	53	45
FAM151A	4	1	6	2	0	8	2	1	3	8	0	1
MROH7	0	0	0	0	0	0	0	0	0	0	0	0
TTC4	15	16	31	15	10	28	3	2	3	26	10	9
PARS2	67	43	101	63	72	168	24	22	27	107	31	38
TTC22	73	47	77	80	64	152	40	42	45	160	39	56
DHCR24	9159	8271	12536	7650	7017	22323	4257	4173	4509	17757	4386	5370
TMEM61	10	10	16	15	7	29	10	5	18	39	9	16
BSND	0	0	0	0	0	0	0	0	0	3	0	0
PCSK9	330	299	479	418	336	1001	551	557	589	1777	479	420
USP24	936	756	1481	737	816	2256	346	403	399	2523	514	582
LOC100507634	10	14	16	4	4	23	0	1	7	31	2	7
MIR4422	0	0	0	0	0	0	0	0	0	0	0	0
PRKAA2	101	105	199	90	84	187	25	28	23	231	33	83
C8A	0	0	0	0	0	0	0	0	0	0	0	0
C8B	8	6	9	5	4	3	0	2	0	0	1	1
DAB1	0	2	2	1	0	0	0	0	0	3	0	0
OMA1	201	233	648	211	221	541	78	54	111	346	64	125
TACSTD2	17848	19501	24884	18592	15773	39249	6846	7592	6458	15829	3773	6367
MYSM1	384	363	809	323	281	807	100	96	145	672	123	218
JUN	2380	2182	3268	2184	2176	6064	1512	1662	1294	5082	1074	1419
HSD52	0	0	0	0	0	0	0	0	0	0	0	1
FGGY	172	141	258	123	166	311	30	35	57	162	49	55
MIR4711	0	0	0	0	0	0	0	0	0	0	0	0
HOOK1	182	228	530	152	151	443	75	82	149	698	102	242
CYP2J2	59	51	98	54	55	172	9	9	8	40	10	23
C1orf87	0	0	0	0	0	0	0	0	0	0	0	0
NFIA	435	459	789	375	346	1036	121	131	120	604	114	163
MGC34796	0	0	0	0	0	0	0	0	1	1	0	1
TM2D1	536	552	712	617	389	1094	110	97	186	742	170	170
L1TD1	37	25	89	38	48	142	23	21	47	187	53	18
KANK4	334	293	492	241	300	691	65	57	61	347	96	79
USP1	122	163	390	123	96	315	78	124	145	797	124	169
DOCK7	840	828	1452	745	833	2412	244	206	336	2041	467	502
ANGPTL3	0	0	0	0	0	0	0	0	1	0	0	0
ATG4C	63	66	174	66	71	204	31	46	77	272	53	102
LINC00466	0	0	0	0	0	0	0	0	0	0	0	0
FOXD3	0	0	0	0	0	0	0	0	0	0	0	0
ALG6	21	42	91	31	32	62	39	47	85	353	63	108
ITGB3BP	22	49	168	39	41	115	73	66	177	440	70	129
EFCAB7	149	175	263	84	102	243	18	19	53	110	19	58
DLEU2L	7	6	12	5	5	10	2	1	0	0	2	5
PGM1	1187	1053	1785	953	965	2943	367	322	450	2582	653	779
ROR1	17	9	29	29	22	25	5	9	12	98	11	25
UBE2U	0	0	0	0	0	0	0	0	0	0	0	0
CACHD1	148	120	179	123	116	375	31	21	19	188	55	53
MIR4794	0	0	0	0	0	0	0	0	0	0	0	0
RAVER2	214	182	357	147	181	532	67	77	118	322	72	135
JAK1	1763	1592	2617	1556	1829	4806	427	430	466	3330	728	678
MIR3671	0	0	0	0	0	0	0	0	0	0	0	0
MIR101-1	0	0	0	0	0	0	0	0	0	0	0	0
AK4	1108	880	1487	819	899	2705	426	517	650	3266	708	877
DNAJC6	86	58	150	78	60	208	19	18	17	155	26	53
LEPROT	875	879	2003	744	730	2296	383	374	483	2548	494	891
LEPR	150	142	305	156	149	328	25	27	31	220	31	104
PDE4B	3	1	3	4	10	13	2	4	6	22	4	20
SGIP1	0	3	0	2	2	9	0	2	1	9	1	1
MIR3117	0	0	0	0	0	0	0	0	0	0	0	0
TCTEX1D1	0	0	0	0	0	0	0	0	0	0	0	0
INSL5	0	0	0	0	0	0	0	0	0	4	1	0
WDR78	47	64	135	54	50	121	10	14	13	58	11	27
MIER1	415	347	799	266	331	897	114	126	170	1097	166	270
SLC35D1	414	476	829	344	326	902	154	173	227	1207	275	401
C1orf141	0	0	0	0	0	0	1	0	0	1	0	0
IL23R	0	0	0	0	0	0	0	0	0	1	0	1
IL12RB2	16	12	11	17	8	23	5	8	9	30	6	31
SERBP1	5612	4555	7333	5038	4723	13535	2132	2113	2962	11163	2352	3101
GADD45A	5779	5446	8129	4780	5905	14920	1533	1736	1542	7010	1519	1516
GNG12	1400	1370	3145	1543	1226	4347	712	745	1025	7306	1212	1778
GNG12-AS1	2	1	0	3	2	4	1	0	1	3	4	0
DIRAS3	0	1	0	0	2	0	1	1	1	15	2	4
WLS	931	864	1307	604	671	1845	380	395	404	1581	474	570
MIR1262	0	0	0	0	0	0	0	0	0	0	0	0
RPE65	0	0	0	0	0	0	0	1	0	1	0	0
DEPDC1	63	66	150	55	52	125	49	51	38	338	66	35
LRRC7	0	3	1	0	0	0	0	0	0	0	0	0
PIN1P1	0	0	0	0	0	0	0	0	0	0	0	0
LRRC40	133	168	463	138	141	423	96	109	170	840	120	231
SRSF11	4155	3573	4971	2677	3437	8938	673	693	882	3603	802	984
ANKRD13C	243	233	350	209	190	608	125	110	171	953	169	199
HHLA3	125	130	156	85	125	279	30	39	29	92	15	28
CTH	48	47	74	37	36	129	20	21	24	134	16	36
PTGER3	0	0	0	0	1	3	0	0	0	0	0	2
ZRANB2-AS1	12	20	8	6	17	32	0	1	0	5	0	0
ZRANB2	1010	907	1967	778	797	2277	233	241	462	2360	350	621
MIR186	0	0	0	0	0	0	0	0	2	5	0	5
ZRANB2-AS2	2	3	0	0	2	6	1	1	0	2	0	0
NEGR1	4	5	8	5	6	14	3	1	1	15	4	5
NEGR1-IT1	0	0	0	0	0	0	0	0	0	0	0	0
LRRIQ3	6	4	7	2	5	1	0	2	8	11	0	5
FPGT-TNNI3K	0	0	0	0	0	0	0	0	0	0	0	0
FPGT	80	79	164	36	53	176	42	48	124	439	70	117
TNNI3K	0	0	0	0	0	0	0	0	0	0	0	0
CRYZ	623	456	901	410	440	1356	231	253	497	1937	363	494
TYW3	414	406	839	383	408	1210	108	93	155	901	201	209
LHX8	0	0	1	0	0	0	0	0	0	0	0	0
SLC44A5	61	76	139	40	54	130	20	29	43	158	25	40
ACADM	458	438	846	420	383	1100	96	89	170	673	157	172
RABGGTB	1552	1337	2480	1137	1493	3748	344	343	669	2368	512	627
SNORD45C	0	0	1	1	1	0	1	1	6	15	3	4
SNORD45A	0	3	0	1	8	0	0	0	5	16	3	3
SNORD45B	0	0	0	1	0	0	1	0	5	52	3	12
MSH4	0	2	7	0	3	4	0	0	0	9	3	2
ASB17	0	1	0	0	0	0	0	0	1	0	0	0
ST6GALNAC3	0	1	1	0	1	0	0	0	0	0	0	0
ST6GALNAC5	47	30	61	28	35	70	17	22	52	160	36	35
PIGK	279	275	455	231	236	668	95	110	154	629	99	227
AK5	0	0	1	1	0	1	0	0	0	0	0	3
ZZZ3	557	472	871	391	474	1297	154	138	205	1021	231	302
USP33	287	360	674	263	315	780	156	169	313	1269	215	348
NEXN	345	364	571	243	318	825	57	76	38	129	39	46
FUBP1	3424	2867	4609	2405	2936	8203	665	724	790	3004	822	624
DNAJB4	244	301	656	174	221	568	73	104	193	810	145	303
GIPC2	7	8	10	1	5	4	1	4	4	21	4	2
MGC27382	0	0	0	0	0	0	0	0	1	0	0	1
